tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime,emissions_CO2_abs,emissions_CO_abs,emissions_HC_abs,emissions_NOx_abs,emissions_PMx_abs,emissions_electricity_abs,emissions_fuel_abs
316.00,431972819#0_0,38.65,11.48,167.00,0.00,432234372_0,12.10,0.00,tripinfo_167 emissions_167 fcd_167,149.00,167,0,1089.29,1.00,0.00,69.36,t_0,,1,35.00,2151826.719450,3805.055860,789.019255,17360.002604,400.908580,0,680876.771042
320.00,415999041#11_1,0.20,3.60,45.00,0.00,-35972438#2_0,2.30,0.00,tripinfo_45 emissions_45 fcd_45,275.00,45,0,789.01,1.02,0.00,217.07,t_1,,5,194.00,528755.697040,45151.497550,171.325511,122.602535,48.405383,0,168674.342953
320.00,-31921690#2_0,0.20,12.00,143.00,0.00,431938259#0_0,0.20,0.00,tripinfo_143 emissions_143 fcd_143,177.00,143,0,1467.24,0.89,0.00,72.24,t_1,,2,15.00,718273.440953,29069.241410,128.115549,153.153783,43.092905,0,229125.403030
320.00,31143623#2_0,67.04,13.51,228.00,0.00,427129777#3_0,0.20,0.00,tripinfo_228 emissions_228 fcd_228,92.00,228,0,914.30,0.99,0.00,40.45,t_2,,1,22.00,344619.973154,8140.644191,44.763587,142.178065,6.811083,0,109919.053765
325.00,31921276#0_0,0.55,13.74,61.00,0.00,427643916#5_0,0.20,0.00,tripinfo_61 emissions_61 fcd_61,264.00,61,0,1724.64,1.00,0.00,154.36,t_0,,3,110.00,3221316.749119,6270.494242,1355.127200,26924.739191,655.608857,0,1019217.833100
326.00,24360702#6_0,0.20,3.66,178.00,0.00,538952543#6_0,0.20,0.00,tripinfo_178 emissions_178 fcd_178,148.00,178,0,1210.43,1.03,0.00,86.33,t_1,,2,62.00,607882.009408,31335.351119,132.032220,127.131541,42.747132,0,193911.840324
327.00,-420857020_0,0.20,6.07,176.00,0.00,532187517#1_0,1.39,0.00,tripinfo_176 emissions_176 fcd_176,151.00,176,0,1351.27,1.04,0.00,80.92,t_2,,2,47.00,671259.507110,17549.728782,96.073023,288.692073,14.744028,0,214102.599782
332.00,531955805_2,52.84,14.40,159.00,0.00,-432370643#1_0,2.30,0.00,tripinfo_159 emissions_159 fcd_159,173.00,159,0,1907.64,1.08,0.00,45.01,t_1,,1,14.00,698373.437123,24240.338817,110.452859,149.858615,38.078644,0,222775.658287
334.00,534510784#1_0,106.82,13.79,66.00,0.00,432805065_0,12.10,0.00,tripinfo_66 emissions_66 fcd_66,268.00,66,0,1446.80,1.00,0.00,163.46,t_0,,5,79.00,3579583.217868,6741.316279,1398.545984,29597.710047,704.163770,0,1132567.858964
336.00,24701136#1_0,0.20,14.74,191.00,0.00,24611822#3_0,0.20,0.00,tripinfo_191 emissions_191 fcd_191,145.00,191,0,2159.09,1.15,0.00,29.11,t_1,,0,0.00,1023185.830529,36637.336436,169.450515,209.059213,60.236399,0,326388.939668
338.00,24360705#1_0,99.83,13.61,34.00,0.00,24611824#3_0,5.10,0.00,tripinfo_34 emissions_34 fcd_34,304.00,34,0,1654.33,1.01,0.00,214.43,t_2,,6,149.00,1064273.325099,36463.648369,191.119361,463.502137,23.301800,0,339461.977217
347.00,534548505#1_2,0.20,12.60,245.00,3.00,431942729#1_0,0.20,0.00,tripinfo_242 emissions_242 fcd_242,102.00,242,0,1119.06,0.98,0.00,24.39,t_2,,1,3.00,357153.156162,5792.930517,34.638862,145.625436,6.490534,0,113915.529392
348.00,425161053#3_1,0.20,21.98,314.00,0.00,291083102#6_0,12.10,0.00,tripinfo_314 emissions_314 fcd_314,34.00,314,0,438.80,1.00,0.00,12.54,t_0,,0,0.00,896464.310815,1285.253214,252.426653,6725.009766,138.999115,0,283702.783936
351.00,24360702#16_0,33.84,10.52,146.00,0.00,415999042#5_0,1.15,0.00,tripinfo_146 emissions_146 fcd_146,205.00,146,0,946.66,1.00,0.00,128.74,t_0,,3,83.00,2296605.461133,4726.387576,1016.378252,19646.887250,490.362635,0,726590.845270
354.00,532187517#1_0,1.39,11.99,136.00,0.00,420397513#1_0,0.20,0.00,tripinfo_136 emissions_136 fcd_136,218.00,136,0,1089.54,0.94,0.00,128.13,t_2,,3,83.00,594476.715652,21448.705365,111.293029,253.846323,12.081324,0,189616.710940
355.00,-24617786#0_0,0.20,12.00,217.00,0.00,310525155#2_0,3.72,0.00,tripinfo_217 emissions_217 fcd_217,138.00,217,0,1919.42,1.00,0.00,41.26,t_2,,0,0.00,697935.620105,10703.668991,65.256601,290.331614,14.163239,0,222607.715103
356.00,24360702#18_0,0.20,12.51,40.00,0.00,360617341#1_0,0.20,0.00,tripinfo_40 emissions_40 fcd_40,316.00,40,0,1356.47,1.00,0.00,225.28,t_0,,6,161.00,3497930.377830,7532.498757,1641.788513,30477.429602,778.618537,0,1106617.742315
356.00,-24611995#3_0,20.70,6.73,207.00,0.00,1216701219#1_0,12.10,0.00,tripinfo_207 emissions_207 fcd_207,149.00,207,0,797.57,1.00,0.00,91.06,t_0,,2,39.00,1897677.713697,3593.423549,748.525922,15721.402842,375.271047,0,600417.427202
359.00,24612137#2_0,0.20,13.86,92.00,0.00,24681459#1_0,0.20,0.00,tripinfo_92 emissions_92 fcd_92,267.00,92,0,2651.88,1.00,0.00,101.08,t_0,,3,22.00,4269030.201786,6812.187139,1389.178318,33180.918514,727.263636,0,1350918.190376
359.00,431977728_0,0.20,5.55,154.00,0.00,427692679#3_0,2.55,0.00,tripinfo_154 emissions_154 fcd_154,205.00,154,0,2039.06,1.00,0.00,77.62,t_0,,2,18.00,3544687.597583,5561.824840,1109.422166,27415.979228,593.749746,0,1121701.341935
361.00,424190882#1_1,20.08,6.92,109.00,1.00,35972438#3_0,2.30,0.00,tripinfo_108 emissions_108 fcd_108,252.00,108,0,1517.15,0.93,0.00,150.59,t_1,,3,116.00,699527.896445,40156.658905,163.202837,154.026341,50.171840,0,223147.030018
361.00,24650052#3_0,0.20,13.20,256.00,0.00,427125129#1_0,5.10,0.00,tripinfo_256 emissions_256 fcd_256,105.00,256,0,740.00,0.99,0.00,51.80,t_2,,1,28.00,350262.608160,9428.172504,51.028906,148.192089,6.925090,0,111719.372845
362.00,431977726_0,64.35,12.81,335.00,0.00,284377776#0_0,12.10,0.00,tripinfo_335 emissions_335 fcd_335,27.00,335,0,152.87,1.00,0.00,14.01,t_0,,0,0.00,419819.234358,725.321357,145.740345,3362.891932,76.376481,0,132837.920185
363.00,24361011#7_0,0.20,13.48,95.00,0.00,24717701#1_0,12.10,0.00,tripinfo_95 emissions_95 fcd_95,268.00,95,0,1529.79,1.00,0.00,154.03,t_0,,5,81.00,3046310.065411,6126.356280,1332.795998,25792.706927,638.434613,0,963817.427144
364.00,431775472#1_1,0.65,4.42,64.00,0.00,434940139_0,12.10,0.00,tripinfo_64 emissions_64 fcd_64,300.00,64,0,2297.42,1.00,0.00,145.40,t_0,,4,77.00,3988643.112586,7162.892607,1515.899154,32332.783767,755.021794,0,1262081.957211
365.00,35972438#3_0,102.33,13.19,320.00,0.00,561831375#0_0,2.30,0.00,tripinfo_320 emissions_320 fcd_320,45.00,320,0,502.36,1.14,0.00,11.68,t_1,,0,0.00,259146.673055,9228.699999,42.348250,54.345256,14.849464,0,82666.171232
367.00,308669837#6_1,0.20,13.69,181.00,0.00,385513375_0,0.20,0.00,tripinfo_181 emissions_181 fcd_181,186.00,181,0,964.14,1.00,0.00,87.45,t_0,,2,53.00,1977644.673704,3987.082326,862.453963,16767.766606,415.050588,0,625698.348782
367.00,431938259#6_0,147.85,12.40,189.00,0.00,24611824#13_0,5.10,0.00,tripinfo_189 emissions_189 fcd_189,178.00,189,0,2058.42,0.95,0.00,36.97,t_2,,0,0.00,629008.304851,9083.725776,55.785147,255.961674,11.269186,0,200624.319734
370.00,415999041#3_1,0.20,20.73,210.00,0.00,24701136#3_0,0.20,0.00,tripinfo_210 emissions_210 fcd_210,160.00,210,0,1748.32,0.95,0.00,31.34,t_2,,0,0.00,511811.565015,7253.318642,44.584319,205.608675,8.712517,0,163244.423735
374.00,268992259#0_0,17.06,23.19,88.00,0.00,-31268070#2_0,0.20,0.00,tripinfo_88 emissions_88 fcd_88,286.00,88,0,2404.78,1.05,0.00,166.80,t_2,,6,95.00,1215829.364502,31910.939477,173.894414,517.472418,25.861924,0,387797.637328
378.00,431996150#2_1,23.00,17.30,164.00,0.00,427888491#5_0,0.20,0.00,tripinfo_164 emissions_164 fcd_164,214.00,164,0,1386.60,1.00,0.00,122.41,t_0,,3,32.00,3222105.348991,5652.818584,1148.145140,25945.979336,594.717881,0,1019521.801223
379.00,420901198#4_0,3.33,7.89,247.00,0.00,24612003#1_0,2.30,0.00,tripinfo_247 emissions_247 fcd_247,132.00,247,0,1078.08,0.71,0.00,34.81,t_1,,2,5.00,427860.910921,16269.487774,72.236487,92.518717,24.276065,0,136485.116027
380.00,423002225#0_0,0.20,5.06,132.00,0.00,431775784#1_0,5.10,0.00,tripinfo_132 emissions_132 fcd_132,248.00,132,0,1459.60,1.02,0.00,165.67,t_2,,5,115.00,830204.448986,28269.400797,148.229066,358.898151,17.917089,0,264803.321670
380.00,35972438#2_0,68.52,12.06,138.00,0.00,-332297382#1_0,12.10,0.00,tripinfo_138 emissions_138 fcd_138,242.00,138,0,1276.85,1.00,0.00,141.52,t_0,,5,80.00,2523608.166026,5262.253543,1153.295718,21681.462245,546.469929,0,798413.563318
380.00,-427692678#2_0,91.95,9.53,321.00,0.00,422264046#13_0,2.30,0.00,tripinfo_321 emissions_321 fcd_321,59.00,321,0,467.70,0.89,0.00,11.83,t_1,,0,0.00,170987.270092,5806.966383,26.240314,37.619515,8.877733,0,54543.672349
381.00,291083104#5_0,38.92,13.34,67.00,0.00,-293091044#1_0,12.10,0.00,tripinfo_67 emissions_67 fcd_67,314.00,67,0,1810.65,1.00,0.00,187.35,t_0,,5,119.00,3692072.016960,7418.884390,1611.614115,31252.556098,773.058728,0,1168128.317830
381.00,-138431346#2_0,0.20,5.37,318.00,0.00,107938380#2_0,5.10,0.00,tripinfo_318 emissions_318 fcd_318,63.00,318,0,712.80,0.99,0.00,16.01,t_2,,0,0.00,267991.638611,4393.811611,26.326993,112.480420,5.331108,0,85476.573054
382.00,160695148#1_0,91.53,11.85,245.00,0.00,150316498#1_0,0.20,0.00,tripinfo_245 emissions_245 fcd_245,137.00,245,0,1092.33,0.88,0.00,40.75,t_1,,1,17.00,398713.875572,16617.435193,71.723834,87.432041,23.293617,0,127187.186249
384.00,534551930_0,15.62,18.05,54.00,0.00,291081710#3_0,12.10,0.00,tripinfo_54 emissions_54 fcd_54,330.00,54,0,2495.82,1.00,0.00,184.76,t_0,,4,72.00,5314661.371339,9025.764569,1829.353329,42277.815055,953.824575,0,1681691.471753
385.00,-308669835#3_0,0.20,4.65,258.00,0.00,24360380#0_0,0.20,0.00,tripinfo_258 emissions_258 fcd_258,127.00,258,0,1141.63,1.00,0.00,43.63,t_0,,1,2.00,2052945.236401,3270.914649,651.350845,15967.106766,348.275591,0,649635.291129
391.00,31923305#2_0,204.01,8.70,150.00,0.00,531935303_0,5.10,0.00,tripinfo_150 emissions_150 fcd_150,241.00,150,0,2154.60,0.96,0.00,60.99,t_2,,1,17.00,680815.144715,13271.754244,76.118065,275.493324,11.645012,0,217150.976512
392.00,427125130#1_1,83.77,13.72,68.00,0.00,-24717701#1_0,12.10,0.00,tripinfo_68 emissions_68 fcd_68,324.00,68,0,2614.41,1.00,0.00,139.48,t_0,,2,71.00,4570021.328901,8033.363771,1694.434407,36749.866389,848.967595,0,1446068.571310
392.00,409673591#9_0,0.20,14.17,223.00,1.00,531908092#0_0,0.20,0.00,tripinfo_222 emissions_222 fcd_222,169.00,222,0,1179.49,1.06,0.00,96.00,t_1,,4,63.00,724351.765382,35618.963177,150.877473,153.546529,49.118984,0,231065.416278
392.00,24611824#0_0,0.20,3.20,330.00,0.00,360617341#5_0,2.30,0.00,tripinfo_330 emissions_330 fcd_330,62.00,330,0,850.30,1.26,0.00,19.60,t_1,,0,0.00,475282.634011,18074.174773,82.580450,96.384740,29.158705,0,151612.250412
393.00,24611824#11_0,2.37,4.71,169.00,0.00,291083095#0_0,5.10,0.00,tripinfo_169 emissions_169 fcd_169,224.00,169,0,1373.04,0.95,0.00,142.82,t_2,,5,88.00,814974.347506,24950.287432,132.787610,351.891023,17.342443,0,259943.927043
395.00,895030274#0_0,9.44,8.13,107.00,0.00,534553368#1_0,3.07,0.00,tripinfo_107 emissions_107 fcd_107,288.00,107,0,1555.07,1.00,0.00,198.55,t_0,,4,132.00,3279735.956018,6742.017763,1463.223037,28027.407980,700.443968,0,1037641.632603
396.00,24681474#2_0,64.26,5.55,174.00,0.00,415999045#0_0,0.20,0.00,tripinfo_174 emissions_174 fcd_174,222.00,174,0,1923.35,1.00,0.00,115.25,t_0,,3,42.00,3813456.023798,6222.176390,1244.511797,29910.371202,660.438057,0,1206708.297564
396.00,24611998#1_0,0.20,5.11,231.00,0.00,24360702#16_0,12.10,0.00,tripinfo_231 emissions_231 fcd_231,165.00,231,0,1211.93,1.00,0.00,90.30,t_0,,5,21.00,2743106.666002,4614.413899,923.914570,21757.845327,487.600305,0,867986.958179
396.00,426166043#0_0,0.20,5.76,241.00,0.00,24617783#1_0,0.20,0.00,tripinfo_241 emissions_241 fcd_241,155.00,241,0,568.62,0.99,0.00,116.92,t_2,,3,79.00,480403.526050,19180.597536,98.631177,211.043565,10.601265,0,153231.663502
397.00,24681565#3_0,6.68,13.74,327.00,0.00,431729148_0,0.20,0.00,tripinfo_327 emissions_327 fcd_327,70.00,327,0,775.57,1.00,0.00,18.11,t_0,,1,1.00,1263847.001662,1961.534427,403.479703,9722.078435,210.550619,0,399952.769804
400.00,427635472#7_0,86.89,12.79,276.00,0.00,-31921690#1_0,5.10,0.00,tripinfo_276 emissions_276 fcd_276,124.00,276,0,1253.66,1.01,0.00,34.60,t_2,,1,9.00,381681.287585,6733.823924,39.114544,153.089480,6.525771,0,121739.627933
404.00,-35972438#4_0,0.20,9.59,316.00,0.00,24361001#7_0,2.30,0.00,tripinfo_316 emissions_316 fcd_316,88.00,316,0,584.46,0.90,0.00,20.15,t_1,,1,2.00,218799.161657,8532.179603,37.053942,48.715737,12.024257,0,69795.664376
405.00,24650041#8_0,37.84,12.87,280.00,0.00,247705007#0_0,0.20,0.00,tripinfo_280 emissions_280 fcd_280,125.00,280,0,702.00,0.96,0.00,69.16,t_2,,2,47.00,384477.379924,12673.676836,66.720834,166.404644,8.106079,0,122633.359762
406.00,24617779#1_0,0.20,8.89,281.00,0.00,307389078#1_0,0.20,0.00,tripinfo_281 emissions_281 fcd_281,125.00,281,0,139.08,1.05,0.00,109.41,t_1,,3,91.00,202579.405594,21352.213131,78.961308,48.120562,21.574232,0,64624.280648
408.00,31922086#0_0,0.20,3.28,235.00,0.00,24699787#1_0,12.10,0.00,tripinfo_235 emissions_235 fcd_235,173.00,235,0,1563.41,1.00,0.00,87.34,t_0,,3,24.00,2970004.291257,4770.785904,952.567995,23164.693849,507.496800,0,939824.503766
413.00,428066863#1_0,86.52,19.60,287.00,0.00,24360702#12_0,0.20,0.00,tripinfo_287 emissions_287 fcd_287,126.00,287,0,1286.22,1.00,0.00,35.28,t_0,,0,0.00,2293702.673590,3514.656443,698.599209,17595.148412,376.467756,0,725846.894944
414.00,531955431#1_1,0.73,10.92,63.00,0.00,-160695137#2_0,2.30,0.00,tripinfo_63 emissions_63 fcd_63,351.00,63,0,2452.47,0.95,0.00,168.35,t_1,,3,121.00,997177.641194,49279.215820,204.939102,220.736751,64.274154,0,318094.481295
416.00,-421542943#2_0,0.20,6.64,311.00,0.00,1168151155#2_0,12.10,0.00,tripinfo_311 emissions_311 fcd_311,105.00,311,0,1116.08,1.00,0.00,27.41,t_0,,0,0.00,1801513.103814,2734.085001,543.666977,13772.814714,293.327606,0,570097.808397
417.00,356064688#1_0,0.20,24.06,224.00,0.00,431771840_0,2.30,0.00,tripinfo_224 emissions_224 fcd_224,193.00,224,0,2189.57,1.11,0.00,48.65,t_1,,2,7.00,985677.529156,35700.176370,163.224996,206.102524,57.095988,0,314424.838197
420.00,426166043#2_0,0.20,13.70,262.00,0.00,420385363#1_0,2.30,0.00,tripinfo_262 emissions_262 fcd_262,158.00,262,0,1613.49,1.05,0.00,69.87,t_1,,2,25.00,802609.595721,34407.177162,151.655081,165.354748,51.513195,0,256028.201666
430.00,273361171#0_0,11.76,20.75,285.00,0.00,423032020#0_0,1.90,0.00,tripinfo_285 emissions_285 fcd_285,145.00,285,0,283.43,0.99,0.00,131.38,t_2,,1,115.00,471456.093639,22256.296968,112.428895,211.062979,11.146342,0,150379.120665
431.00,1168151155#0_0,0.20,5.64,177.00,0.00,539419561#2_0,5.10,0.00,tripinfo_177 emissions_177 fcd_177,254.00,177,0,1985.13,0.98,0.00,113.91,t_2,,3,77.00,756940.409520,20512.671645,110.518936,312.499064,14.257386,0,241433.962182
434.00,416005326#2_0,17.05,11.95,52.00,0.00,24360577#3_0,2.02,0.00,tripinfo_52 emissions_52 fcd_52,382.00,52,0,911.51,0.95,0.00,325.27,t_2,,1,301.00,1112574.153632,54875.518522,276.089416,497.125733,26.266958,0,354876.553531
439.00,31245585#1_0,0.20,13.12,315.00,0.00,561831375#5_0,5.10,0.00,tripinfo_315 emissions_315 fcd_315,124.00,315,0,1305.30,0.98,0.00,23.76,t_2,,0,0.00,391892.641615,5490.408903,33.810196,155.494905,6.352906,0,124996.090590
440.00,24360702#20_0,0.20,14.38,141.00,0.00,415999041#8_0,5.10,0.00,tripinfo_141 emissions_141 fcd_141,299.00,141,0,1235.57,1.06,0.00,224.81,t_2,,6,164.00,963377.198221,37973.530639,195.316703,421.781324,21.398838,0,307282.745931
441.00,409673591#1_0,15.57,7.92,337.00,0.00,415999034#2_0,12.10,0.00,tripinfo_337 emissions_337 fcd_337,104.00,337,0,853.11,1.00,0.00,17.61,t_0,,0,0.00,1144402.881264,1961.047419,413.320653,9114.766076,207.985814,0,362126.700554
443.00,409673591#3_0,0.20,12.74,320.00,27.00,291083097#14_0,0.20,0.00,tripinfo_293 emissions_293 fcd_293,123.00,293,0,1381.53,1.06,0.00,35.02,t_1,,1,10.00,637728.054797,23899.827772,108.166865,132.989568,37.375554,0,203430.670412
444.00,35972437#6_0,20.48,9.94,390.00,4.00,-561831375#1_0,0.20,0.00,tripinfo_386 emissions_386 fcd_386,54.00,386,0,348.74,1.13,0.00,30.23,t_2,,1,9.00,184574.277884,5152.556316,27.665947,78.515453,3.700778,0,58871.627078
448.00,423040070#0_2,66.04,14.76,344.00,0.00,160695432#2_0,2.30,0.00,tripinfo_344 emissions_344 fcd_344,104.00,344,0,1479.16,1.19,0.00,39.22,t_1,,1,7.00,685439.060034,26312.753975,119.488132,139.766506,41.753899,0,218650.296097
450.00,424190884#1_0,40.05,4.94,185.00,0.00,31921652#2_0,0.28,0.00,tripinfo_185 emissions_185 fcd_185,265.00,185,0,1664.97,0.89,0.00,129.84,t_1,,2,86.00,688631.566732,35699.223413,146.996391,153.053734,45.641347,0,219670.656662
451.00,427635471#0_0,67.96,12.56,239.00,0.00,431944787_0,12.10,0.00,tripinfo_239 emissions_239 fcd_239,212.00,239,0,1487.24,1.00,0.00,106.78,t_0,,3,49.00,2865647.163504,5206.702477,1097.144050,23340.987054,547.627201,0,906729.943941
452.00,415999035#0_0,0.20,4.82,119.00,0.00,370241718#7_0,5.10,0.00,tripinfo_119 emissions_119 fcd_119,333.00,119,0,966.56,1.04,0.00,270.94,t_2,,7,219.00,1002073.767479,45287.260667,229.645944,443.960042,22.829409,0,319628.532167
453.00,415999041#11_0,0.20,8.41,275.00,0.00,421517001#1_0,5.10,0.00,tripinfo_275 emissions_275 fcd_275,178.00,275,0,1065.05,0.94,0.00,70.39,t_2,,2,24.00,487640.913437,13746.439786,73.875189,207.022983,9.528151,0,155537.830122
455.00,107938353_1,0.20,5.70,248.00,0.00,24681474#1_0,12.10,0.00,tripinfo_248 emissions_248 fcd_248,207.00,248,0,1347.27,1.00,0.00,118.47,t_0,,3,52.00,2823316.800681,5171.316731,1083.696752,23076.107730,542.915503,0,893323.647354
456.00,-1171651503_0,0.20,3.11,9.00,0.00,428066862#7_0,0.20,0.00,tripinfo_9 emissions_9 fcd_9,447.00,9,0,1029.66,1.00,0.00,389.79,t_0,,3,342.00,3843866.043218,9980.331770,2253.913558,36350.721720,1015.778304,0,1215815.022294
458.00,531955420_0,79.39,12.46,346.00,0.00,421491565#3_0,0.20,0.00,tripinfo_346 emissions_346 fcd_346,112.00,346,0,594.44,0.90,0.00,70.69,t_1,,3,53.00,325716.295758,18719.056776,76.111707,71.652314,23.456479,0,103902.623701
458.00,422264046#6_1,36.25,8.15,355.00,0.00,421491565#6_0,0.20,0.00,tripinfo_355 emissions_355 fcd_355,103.00,355,0,806.76,1.00,0.00,52.37,t_0,,1,11.00,1759779.805123,2898.351695,576.473190,13854.158819,306.992450,0,556846.925950
464.00,431938262#0_0,0.20,12.07,218.00,0.00,24212327#1_0,12.10,0.00,tripinfo_218 emissions_218 fcd_218,246.00,218,0,2360.45,1.00,0.00,87.61,t_0,,3,20.00,3989301.434192,6464.461561,1324.191004,31172.375822,688.886106,0,1262384.942610
466.00,273360351#1_0,49.76,9.06,358.00,0.00,-24612002#4_0,2.30,0.00,tripinfo_358 emissions_358 fcd_358,108.00,358,0,935.64,0.85,0.00,25.43,t_1,,0,0.00,389478.572969,14003.331558,63.210162,83.786496,21.603162,0,124241.269821
467.00,422264046#12_1,0.20,8.02,233.00,0.00,160695432#1_0,12.10,0.00,tripinfo_233 emissions_233 fcd_233,234.00,233,0,1048.82,1.00,0.00,160.34,t_0,,4,100.00,2581928.377861,5458.213790,1182.290124,22328.809500,564.979230,0,816840.559375
469.00,-427692678#5_0,123.04,11.11,152.00,0.00,-431942729#1_0,0.20,0.00,tripinfo_152 emissions_152 fcd_152,317.00,152,0,1404.71,1.00,0.00,227.43,t_2,,7,146.00,952496.808368,36197.543426,186.953955,411.556761,20.139403,0,303812.556723
471.00,561831375#0_0,86.12,11.41,384.00,0.00,-420397506#5_0,2.30,0.00,tripinfo_384 emissions_384 fcd_384,87.00,384,0,793.39,0.98,0.00,37.57,t_1,,1,10.00,395935.037509,15415.392012,68.815275,83.890680,23.491376,0,126301.083961
477.00,24360702#1_0,40.28,13.74,226.00,0.00,291083100#3_0,0.20,0.00,tripinfo_226 emissions_226 fcd_226,251.00,226,0,1014.45,1.02,0.00,184.76,t_2,,3,141.00,831020.221295,32226.630542,166.339863,365.779589,18.554061,0,265065.139617
478.00,389775709#1_0,0.20,10.97,268.00,0.00,1032738446_0,0.17,0.00,tripinfo_268 emissions_268 fcd_268,210.00,268,0,1973.55,0.94,0.00,110.20,t_1,,2,70.00,1059343.888750,49019.990661,211.955046,219.420843,70.595286,0,337925.242198
479.00,427692678#0_0,0.20,3.58,397.00,0.00,24360702#8_0,0.20,0.00,tripinfo_397 emissions_397 fcd_397,82.00,397,0,830.05,1.03,0.00,19.06,t_2,,0,0.00,265510.976201,4184.241492,25.033895,108.077506,4.671497,0,84685.868526
482.00,24681173#1_0,57.15,12.00,37.00,0.00,420397506#3_0,5.10,0.00,tripinfo_37 emissions_37 fcd_37,445.00,37,0,2190.96,0.92,0.00,305.27,t_2,,7,218.00,1352727.784567,50600.430478,262.094765,585.887100,29.195482,0,431470.998660
485.00,36921441#23_0,0.20,9.14,449.00,0.00,36921441#11_0,2.30,0.00,tripinfo_449 emissions_449 fcd_449,36.00,449,0,365.63,0.86,0.00,5.28,t_1,,0,0.00,121626.504404,3748.772492,17.456479,26.633578,6.034135,0,38797.855561
485.00,-24611999#8_0,0.20,0.00,33.00,0.00,160695145_0,2.30,0.00,tripinfo_33 emissions_33 fcd_33,452.00,33,0,1410.64,0.89,0.00,366.71,t_1,teleport,2,340.00,1050317.080386,83593.500112,322.704972,235.272466,93.807166,0,335052.711518
486.00,160695432#3_0,0.20,27.84,304.00,0.00,-310525151#2_0,2.30,0.00,tripinfo_304 emissions_304 fcd_304,182.00,304,0,1400.78,1.09,0.00,107.65,t_1,,4,54.00,944309.826250,44863.880223,193.121948,195.571270,64.257074,0,301231.296049
486.00,-31922086#0_0,0.20,12.98,387.00,0.00,35972437#4_0,5.10,0.00,tripinfo_387 emissions_387 fcd_387,99.00,387,0,988.41,0.94,0.00,20.63,t_2,,0,0.00,309734.690258,4688.078661,28.357633,123.689208,5.078515,0,98791.544606
487.00,24611999#8_0,0.20,10.94,62.00,0.00,-1023700199_0,2.30,0.00,tripinfo_62 emissions_62 fcd_62,425.00,62,0,880.69,0.91,0.00,360.33,t_1,,2,336.00,794808.580526,73743.254384,277.292888,184.835660,77.522850,0,253547.113831
492.00,24611820#2_0,0.90,13.82,400.00,0.00,24361001#6_0,0.21,0.00,tripinfo_400 emissions_400 fcd_400,92.00,400,0,957.01,1.00,0.00,33.39,t_0,,0,0.00,1979388.929897,2932.315134,558.830875,15036.556282,314.285509,0,626382.435846
493.00,24611815#4_0,0.20,2.41,450.00,0.00,895013707_0,2.30,0.00,tripinfo_450 emissions_450 fcd_450,43.00,450,0,346.85,0.77,0.00,8.45,t_1,,0,0.00,127191.696826,4380.325280,19.711153,28.048907,6.616711,0,40573.261332
494.00,427691216#11_1,0.20,13.76,261.00,0.00,420385362#3_0,12.10,0.00,tripinfo_261 emissions_261 fcd_261,233.00,261,0,1840.03,1.00,0.00,140.01,t_0,,3,69.00,4074026.776259,6793.723366,1365.689552,32203.044768,719.171076,0,1289138.854172
499.00,291083090#2_0,7.08,22.68,345.00,0.00,422264046#7_0,0.20,0.00,tripinfo_345 emissions_345 fcd_345,154.00,345,0,978.59,0.86,0.00,88.61,t_1,,3,61.00,630372.232657,31596.687048,133.013562,134.375099,42.908669,0,201086.268290
500.00,24650041#14_0,0.20,13.70,379.00,0.00,1166231825#1_0,0.20,0.00,tripinfo_379 emissions_379 fcd_379,121.00,379,0,1031.32,1.06,0.00,77.12,t_2,,3,46.00,589598.745682,15630.488964,85.375855,255.998959,13.174048,0,188056.154145
501.00,24717713_0,278.32,14.23,106.00,0.00,291083090#0_0,0.20,0.00,tripinfo_106 emissions_106 fcd_106,395.00,106,0,2683.53,1.03,0.00,190.84,t_2,,3,110.00,1268335.158892,35578.496469,191.408343,538.456066,25.416732,0,404547.310642
